Model,Explanation
Mistral 7B (Sentiment),India:0.0262; may:-0.0130; government:-0.0084; stock:0.0076; signals:0.0068; consumer:-0.0058; can:-0.0042; confidence:-0.0019; Markets:-0.0013; strategy:0.0006
DeepSeek R1 (Distill Qwen 32B),decline:-0.2069; down:-0.1492; not:-0.0899; downward:-0.0808; further:-0.0782; like:-0.0451; poop:-0.0324; recover:-0.0313; reference:0.0150; produce:-0.0082
DeepSeek R1 (Distill Qwen 32B),shorted:-0.0162; despite:0.0150; and:0.0112; higher:0.0054; 3:0.0048; promising:0.0045; points:-0.0037; troubling:-0.0029; recover:-0.0023; short:-0.0016
DeepSeek R1 (Distill Qwen 32B),potential:0.0044; investor:0.0044; may:0.0036; the:0.0034; market:0.0030; several:0.0030; they:0.0028; Returns:0.0024; resistance:0.0005; performance:0.0004
DeepSeek R1 (Distill Qwen 32B),before:0.0109; diminishes:-0.0094; potential:0.0089; be:0.0077; for:0.0057; buying:0.0055; encourage:0.0051; stock:0.0048; This:0.0041; is:0.0032
DeepSeek R1 (Distill Qwen 32B),mixed:0.0025; presents:0.0024; reaching:0.0024; 5:0.0020; highs:0.0019; participants:0.0019; looking:0.0018; healthcare:-0.0011; CHE:-0.0003; its:0.0002
DeepSeek R1 (Distill Qwen 32B),tweet:0.0031; influence:0.0028; buy:0.0027; confidence:0.0026; demand:0.0024; positive:0.0021; investor:0.0017; 4:0.0010; If:0.0005; activity:-0.0001
DeepSeek R1 (Distill Qwen 32B),negative:-0.2409; declines:-0.1685; downward:-0.0927; bear:-0.0696; slowdown:-0.0692; waning:-0.0656; price:-0.0513; market:-0.0351; stock:0.0303; Sentiment:-0.0284
DeepSeek R1 (Distill Qwen 32B),the:0.0047; confidence:0.0044; stock:0.0039; opportunity:0.0039; AAPL:0.0035; lead:0.0032; Trading:0.0029; other:0.0018; specific:0.0016; short:-0.0014
DeepSeek R1 (Distill Qwen 32B),Android:0.0032; financial:0.0030; gains:0.0027; behavior:0.0027; future:0.0026; rolling:0.0018; is:0.0015; rivals:0.0012; them:0.0006; Google:-0.0004
DeepSeek R1 (Distill Qwen 32B),insights:0.0101; investment:0.0072; drive:0.0062; where:0.0059; dynamic:0.0051; peaked:0.0040; weakening:-0.0037; Interest:0.0028; ETF:0.0021; The:0.0000
DeepSeek R1 (Distill Qwen 32B),stock:0.0032; the:0.0030; shift:0.0030; day:0.0028; evaluate:0.0028; may:0.0025; market:0.0024; investors:0.0024; MA:0.0020; often:0.0004
DeepSeek R1 (Distill Qwen 32B),stock:0.0109; in:0.0106; the:0.0091; confidence:0.0079; 37:0.0068; and:0.0065; where:0.0042; lower:-0.0034; create:-0.0012; of:0.0008
DeepSeek R1 (Distill Qwen 32B),stock:0.0045; the:0.0036; optimism:0.0030; suggests:0.0027; reflects:0.0025; investors:0.0024; confidence:0.0024; tweet:0.0024; upward:0.0013; phrase:0.0005
DeepSeek R1 (Distill Qwen 32B),panic:-0.0184; the:0.0146; strong:0.0135; remains:0.0127; performance:0.0110; company:0.0098; conclusion:0.0083; solid:0.0083; decision:-0.0054; high:0.0049
DeepSeek R1 (Distill Qwen 32B),s:0.0098; IDCC:0.0096; the:0.0067; Engagement:0.0066; buy:0.0051; increased:0.0049; create:0.0020; unsustainable:-0.0015; price:-0.0014; historical:0.0001
DeepSeek R1 (Distill Qwen 32B),shorting:-0.3747; short:-0.1287; drops:-0.0614; Short:-0.0603; traders:-0.0488; decrease:-0.0452; Overall:0.0209; 29:0.0062; towards:0.0044; If:-0.0023
DeepSeek R1 (Distill Qwen 32B),reduced:-0.1028; negative:-0.0856; depreciation:-0.0825; erode:-0.0715; mixed:-0.0715; costs:-0.0542; monetary:-0.0358; stabilizing:0.0282; inclined:-0.0115; aimed:0.0022
DeepSeek R1 (Distill Qwen 32B),downward:-0.2088; down:-0.1296; negative:-0.1071; s:0.0841; drop:-0.0720; decline:-0.0656; panic:-0.0558; behaviors:0.0330; Apple:-0.0277; trending:-0.0255
DeepSeek R1 (Distill Qwen 32B),downward:-0.2142; struggle:-0.0878; to:-0.0819; lack:-0.0807; momentum:-0.0701; presence:-0.0559; drops:-0.0556; correction:0.0447; are:-0.0366; and:0.0260
DeepSeek R1 (Distill Qwen 32B),negative:-0.1448; negatively:-0.0847; tension:-0.0780; downturn:-0.0701; uncertainty:-0.0692; hate:-0.0567; phrase:-0.0452; reluctance:-0.0384; be:-0.0295; If:0.0227
DeepSeek R1 (Distill Qwen 32B),feel:0.0111; downturn:-0.0109; potential:0.0100; recovery:0.0088; implies:0.0086; price:0.0084; buying:0.0075; strong:0.0074; mention:-0.0027; 1:-0.0019
DeepSeek R1 (Distill Qwen 32B),drop:-0.2710; decline:-0.1782; downward:-0.0974; downturn:-0.0774; declines:-0.0742; not:-0.0707; potential:0.0230; with:0.0114; opens:0.0103; conviction:-0.0062
DeepSeek R1 (Distill Qwen 32B),decline:-0.2012; declines:-0.1664; difficulties:-0.0740; improvement:0.0601; further:-0.0579; ability:-0.0490; Payments:-0.0477; or:-0.0457; signs:0.0387; ahead:0.0335
DeepSeek R1 (Distill Qwen 32B),CEG:0.0074; positive:0.0059; the:0.0038; stock:0.0036; narrative:0.0036; serve:0.0034; s:0.0034; perspective:0.0031; to:-0.0003; undervalued:-0.0001
DeepSeek R1 (Distill Qwen 32B),short:-0.2037; down:-0.1100; downward:-0.0836; lowering:-0.0530; that:-0.0501; market:-0.0458; Heightened:-0.0377; 4:-0.0345; if:-0.0254; perceptions:0.0169
DeepSeek R1 (Distill Qwen 32B),BAC:0.0057; stock:0.0047; performing:0.0041; secure:0.0035; investments:0.0034; if:0.0033; ability:0.0032; prefer:0.0023; shares:0.0018; inclined:0.0006
DeepSeek R1 (Distill Qwen 32B) (Input),consumer:-0.0164; bullish:-0.0155; to:-0.0144; tweet:-0.0128; Sentiment:-0.0071; stimulus:-0.0070; Positive:0.0069; Boost:0.0034; India:0.0022; in:0.0011
DeepSeek R1 (Distill Qwen 32B) (Input),bearish:-0.0843; declines:-0.0731; declining:-0.0530; this:-0.0437; The:-0.0422; heightened:-0.0400; positions:-0.0389; if:0.0069; suggests:0.0050; caught:0.0048
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.3279; term:0.3120; on:0.0625; around:-0.0504; Short:-0.0434; investors:0.0362; cue:0.0310; profitable:0.0211; discussed:-0.0210; reactions:-0.0123
DeepSeek R1 (Distill Qwen 32B) (Input),positive:0.0047; sign:0.0044; climb:0.0041; investors:0.0039; bullish:-0.0036; tech:0.0032; when:-0.0022; often:-0.0022; up:0.0021; uptick:0.0014
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0114; momentum:0.0113; trader:0.0072; indicates:0.0063; lack:-0.0049; positive:0.0037; about:0.0012; reduce:-0.0007; their:0.0006; to:-0.0005
DeepSeek R1 (Distill Qwen 32B) (Input),a:0.0035; stock:0.0030; investor:0.0027; growth:0.0024; ascending:0.0024; well:0.0022; buy:0.0021; 5:0.0016; expand:0.0014; tweet:-0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),50SMA:0.0060; on:0.0056; hard:0.0049; data:0.0043; investors:0.0041; stock:0.0036; trends:0.0023; short:0.0015; Short:-0.0013; sector:-0.0002
DeepSeek R1 (Distill Qwen 32B) (Input),decline:-0.2027; declines:-0.1041; it:-0.0804; down:-0.0733; could:-0.0723; negative:-0.0717; loss:-0.0492; stable:0.0074; in:-0.0019; are:0.0006
DeepSeek R1 (Distill Qwen 32B) (Input),declines:-0.2529; negative:-0.1092; Einhorn:-0.0682; resistance:-0.0493; tweet:-0.0458; is:-0.0361; This:-0.0255; strategies:-0.0076; at:-0.0066; with:0.0019
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0064; not:0.0050; positioning:0.0048; recovery:0.0046; stable:0.0043; the:0.0036; s:0.0022; market:0.0011; support:-0.0007; lower:0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),buy:0.0120; company:0.0114; positive:0.0105; enthusiasm:0.0072; Potential:0.0070; indicate:0.0059; to:-0.0037; ambiguity:-0.0024; sentiment:-0.0013; may:-0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),the:0.0048; risen:0.0045; this:0.0044; investors:0.0039; 2:0.0039; strong:0.0038; sign:0.0028; Evaluation:0.0023; prices:0.0022; especially:0.0015
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.2026; bearish:-0.0722; Green:-0.0666; Short:-0.0584; reflected:-0.0542; decrease:-0.0504; leading:0.0253; might:0.0088; be:0.0070; it:0.0029
DeepSeek R1 (Distill Qwen 32B) (Input),ban:-0.0907; losses:-0.0785; may:-0.0503; negative:-0.0428; tourism:-0.0421; Behavioral:-0.0275; possibly:-0.0130; viability:0.0113; Rotation:-0.0107; and:-0.0004
DeepSeek R1 (Distill Qwen 32B) (Input),negative:-0.1488; the:-0.0928; cryptic:-0.0658; affect:-0.0598; instability:-0.0582; sparking:-0.0501; fears:-0.0452; This:-0.0401; perception:-0.0382; A:0.0112
DeepSeek R1 (Distill Qwen 32B) (Input),down:-0.0903; downturn:-0.0423; Volatility:-0.0390; away:-0.0356; stock:0.0291; momentum:0.0283; trading:0.0115; traders:0.0033; Momentum:-0.0025; 3:0.0005
DeepSeek R1 (Distill Qwen 32B) (Input),down:-0.1597; downtrend:-0.1312; drop:-0.0999; lows:-0.0992; declining:-0.0936; further:-0.0934; declines:-0.0821; low:-0.0664; back:0.0315; watch:0.0213
DeepSeek R1 (Distill Qwen 32B) (Input),decrease:-0.1581; decline:-0.1369; downturn:-0.0965; the:-0.0628; panic:-0.0591; concern:-0.0549; price:-0.0466; a:0.0299; out:0.0177; Sentiment:-0.0095
DeepSeek R1 (Distill Qwen 32B) (Input),declines:-0.0826; their:-0.0563; with:-0.0530; cost:-0.0518; investor:-0.0476; lead:-0.0195; believe:-0.0178; operating:-0.0136; analysis:0.0061; look:-0.0055
DeepSeek R1 (Distill Qwen 32B) (Input),term:0.0354; attractive:0.0334; short:-0.0296; upward:0.0259; Short:-0.0232; price:-0.0189; activity:0.0169; over:0.0154; present:0.0137; trading:-0.0112
DeepSeek R1 (Distill Qwen 32B) (Input),delay:-0.0759; to:-0.0506; delayed:-0.0479; pandemic:-0.0390; the:-0.0281; consumer:-0.0153; recovery:0.0123; such:-0.0085; recovering:0.0047; repayments:0.0033
DeepSeek R1 (Distill Qwen 32B) (Input),negative:-0.0200; excitement:0.0184; volatility:-0.0153; bullish:-0.0148; better:0.0137; instability:-0.0127; on:0.0105; interpretations:-0.0105; be:0.0102; individual:-0.0071
DeepSeek R1 (Distill Qwen 32B) (Input),upward:0.0098; Rising:0.0085; positive:0.0070; buy:0.0050; decision:0.0043; prompting:0.0040; futures:-0.0037; indexes:-0.0033; ahead:0.0033; GDP:-0.0011
DeepSeek R1 (Distill Qwen 32B) (Input),CSOD:0.0083; s:0.0058; position:0.0032; stock:0.0030; diversifying:0.0029; investing:0.0029; company:0.0028; positive:0.0023; involves:0.0010; enhanced:-0.0009
DeepSeek R1 (Distill Qwen 32B) (Input),resilience:0.0562; recovery:0.0452; The:-0.0236; hints:-0.0220; influence:-0.0202; downturns:-0.0159; buying:0.0072; of:0.0064; potential:0.0062; good:0.0049
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0364; negative:-0.0183; buy:0.0150; positive:0.0142; inspiring:0.0137; market:0.0128; discussions:0.0119; the:0.0112; dissent:-0.0024; Shift:0.0006
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.0984; stock:0.0790; strong:0.0683; resistance:-0.0508; term:0.0502; momentum:0.0286; the:0.0149; if:0.0146; gains:0.0123; indicated:0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.1124; shorting:-0.0950; decline:-0.0665; tweet:-0.0377; bearish:-0.0311; sentiment:-0.0291; indicate:-0.0265; indicates:-0.0230; unsustainable:-0.0181; other:-0.0145
DeepSeek R1 (Distill Qwen 32B) (Input),tweet:-0.0176; historic:0.0153; of:0.0142; risk:0.0140; Federal:-0.0136; strain:-0.0076; Overconfidence:-0.0053; affect:-0.0052; monetary:0.0010; reasons:-0.0008
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0087; IMO:0.0051; the:0.0051; investors:0.0048; increase:0.0044; term:0.0043; hints:0.0041; positive:0.0031; writer:-0.0010; future:0.0002
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0143; on:0.0134; rise:0.0125; AIG:0.0114; performance:0.0108; Positive:0.0091; negative:-0.0090; tweet:-0.0023; sentiment:0.0018; keep:0.0002
DeepSeek R1 (Distill Qwen 32B) (Input),term:0.0701; short:-0.0594; 11:0.0456; influencing:0.0390; resistance:-0.0294; lead:0.0224; analysts:0.0174; where:0.0155; anticipated:0.0150; behavior:-0.0015
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.2728; negative:-0.1148; squeeze:0.0935; t:-0.0763; price:-0.0687; loss:-0.0677; re:-0.0540; appear:-0.0512; general:-0.0392; announcement:0.0086
DeepSeek R1 (Distill Qwen 32B) (Input),PO:0.0046; stock:0.0035; perking:0.0034; strong:0.0033; momentum:0.0032; consider:0.0026; investor:0.0026; a:0.0025; suggests:0.0025; Chemicals:0.0007
DeepSeek R1 (Distill Qwen 32B) (Input),upward:0.0106; term:0.0090; stock:0.0090; short:-0.0073; depending:0.0064; momentum:0.0064; suggests:0.0056; regarding:0.0020; risk:0.0016; additional:0.0010
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.1359; declining:-0.0650; negative:-0.0592; a:-0.0468; shares:-0.0334; phrase:-0.0291; news:-0.0249; stock:0.0094; appealing:0.0065; denote:-0.0004
DeepSeek R1 (Distill Qwen 32B) (Input),a:0.0064; stock:0.0063; positive:0.0056; upward:0.0047; Comparative:0.0045; increase:0.0034; short:-0.0031; bullish:-0.0019; ride:0.0009; conference:-0.0008
DeepSeek R1 (Distill Qwen 32B) (Input),bearish:-0.2115; decline:-0.1418; declines:-0.0936; short:-0.0516; lows:-0.0484; unfavorable:-0.0479; downward:-0.0418; lower:-0.0302; in:0.0244; Indicating:0.0045
DeepSeek R1 (Distill Qwen 32B) (Input),downgrade:-0.3239; positive:0.1248; lowered:-0.0951; to:-0.0793; could:-0.0741; negatively:-0.0682; lead:-0.0625; OmniVision:-0.0596; good:0.0475; followed:-0.0357
DeepSeek R1 (Distill Qwen 32B) (Input),Obama:0.0116; up:0.0084; tweet:-0.0075; the:0.0074; breakout:0.0063; bullish:-0.0058; investor:0.0050; a:0.0037; speeches:-0.0035; politicians:-0.0019
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0169; upward:0.0105; investor:0.0078; the:0.0054; buying:0.0048; gap:-0.0045; at:0.0044; potential:0.0041; indicates:0.0035; investors:0.0031
DeepSeek R1 (Distill Qwen 32B) (Input),decrease:-0.0522; short:-0.0429; term:0.0385; volatility:0.0363; tweet:-0.0267; jobs:0.0244; contrarian:-0.0215; gain:-0.0110; position:-0.0045; stocks:0.0036
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0144; Big:0.0125; big:0.0104; increase:0.0074; reassess:0.0043; can:0.0041; price:-0.0019; bullish:-0.0015; event:0.0012; downward:-0.0006
DeepSeek R1 (Distill Qwen 32B) (Input),user:0.0129; stock:0.0118; bullish:-0.0103; company:0.0075; s:0.0071; on:0.0070; with:0.0064; tweet:-0.0055; to:-0.0032; may:-0.0026
DeepSeek R1 (Distill Qwen 32B) (Input),the:0.0053; buy:0.0052; stock:0.0047; s:0.0046; company:0.0042; positive:0.0037; timeframe:0.0034; be:0.0034; information:0.0024; T:0.0009
DeepSeek R1 (Distill Qwen 32B) (Input),vulnerable:-0.0464; bond:-0.0459; They:-0.0435; statement:-0.0429; their:-0.0290; outlook:-0.0202; economies:-0.0132; influenced:-0.0122; if:-0.0090; exposed:-0.0046
DeepSeek R1 (Distill Qwen 32B) (Input),30:0.0089; growing:0.0072; traders:0.0058; booming:0.0057; 50:0.0050; deduce:0.0050; investor:0.0047; bearish:-0.0022; volume:0.0006; industries:-0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),fading:-0.1325; downward:-0.0751; lacks:-0.0711; further:-0.0662; overreaction:-0.0648; decline:-0.0582; in:-0.0485; solid:-0.0058; following:-0.0053; Investor:0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0050; upward:0.0039; the:0.0035; investors:0.0033; enthusiasm:0.0028; pulls:0.0028; Higher:0.0009; bullish:-0.0005; following:0.0004; often:-0.0001
DeepSeek R1 (Distill Qwen 32B) (Input),downward:-0.0926; reduced:-0.0532; whether:-0.0389; downturn:-0.0368; may:-0.0358; Overall:-0.0119; create:-0.0104; correlation:-0.0052; following:-0.0042; freefall:-0.0034
DeepSeek R1 (Distill Qwen 32B) (Input),downward:-0.2017; decline:-0.1165; bearish:-0.0939; falling:-0.0907; mentions:-0.0720; stock:0.0597; losses:-0.0584; investors:-0.0583; prompting:-0.0408; moving:0.0105
DeepSeek R1 (Distill Qwen 32B) (Input),decline:-0.0783; bearish:-0.0683; negative:-0.0623; degrade:-0.0557; lack:-0.0426; occurs:-0.0316; averse:-0.0235; fuel:0.0165; 5:-0.0153; confidence:0.0106
DeepSeek R1 (Distill Qwen 32B) (Input),3:0.0069; Setup:0.0066; with:0.0062; setup:0.0058; upward:0.0057; setups:0.0056; stock:0.0052; on:0.0043; 2:0.0042; quickly:-0.0011
DeepSeek R1 (Distill Qwen 32B) (Input),drop:-0.0489; avoid:0.0445; hot:0.0419; stocks:0.0271; to:-0.0265; lower:-0.0246; informed:0.0220; losers:-0.0204; 4:0.0198; choose:0.0188
DeepSeek R1 (Distill Qwen 32B) (Input),Huntington:0.0087; fans:0.0050; stock:0.0041; positive:0.0039; strategy:0.0038; surrounding:0.0035; transactions:0.0029; Michigan:0.0027; edge:0.0012; differentiate:0.0010
DeepSeek R1 (Distill Qwen 32B) (Input),RBI:0.0233; consumer:-0.0058; performance:0.0052; provision:-0.0047; s:0.0045; costs:0.0040; Cuts:-0.0039; which:-0.0026; Confidence:0.0025; infusion:0.0015
DeepSeek R1 (Distill Qwen 32B) (Input),cut:-0.4934; to:-0.0812; output:-0.0779; some:-0.0346; the:-0.0327; global:-0.0312; at:-0.0281; sentiment:-0.0249; Supply:-0.0232; accordingly:-0.0117
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0085; upward:0.0055; the:0.0050; 12:0.0038; be:0.0033; toward:0.0030; from:0.0026; for:0.0020; community:-0.0010; Threshold:0.0004
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0046; upward:0.0045; the:0.0043; indicators:0.0037; notice:0.0036; rise:0.0031; Upward:0.0031; a:0.0029; investors:0.0026; encourage:0.0016
DeepSeek R1 (Distill Qwen 32B) (Input),negatively:-0.1269; pressure:-0.1061; downward:-0.1057; tweet:-0.0842; unreliable:-0.0777; stock:-0.0775; perceptions:-0.0658; is:-0.0358; the:0.0312; confidence:0.0144
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.1882; decline:-0.1611; loss:-0.1023; continued:-0.0892; Constant:-0.0768; sacrificing:-0.0728; challenging:-0.0715; term:0.0444; an:-0.0200; provide:0.0050
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0072; long:0.0068; the:0.0061; this:0.0047; investor:0.0040; is:0.0038; growth:0.0027; are:0.0025; bullish:-0.0024; price:0.0000
DeepSeek R1 (Distill Qwen 32B) (Input),the:0.0039; stock:0.0039; breakout:0.0037; indicated:0.0030; Confirmation:0.0030; through:0.0024; upward:0.0024; higher:0.0023; resistance:0.0005; pattern:0.0004
DeepSeek R1 (Distill Qwen 32B) (Input),shorting:-0.2144; decline:-0.1410; downward:-0.0670; bearish:-0.0665; Investors:-0.0401; market:0.0247; view:0.0222; Risk:-0.0202; limit:-0.0200; Chase:0.0189
DeepSeek R1 (Distill Qwen 32B) (Input),stop:-0.0414; Potential:0.0269; decline:-0.0268; buy:0.0265; has:0.0263; and:0.0197; to:-0.0190; orders:-0.0128; averse:-0.0091; price:-0.0072
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.1505; declines:-0.1240; mention:-0.0502; to:-0.0473; previously:-0.0425; value:-0.0422; has:-0.0232; situation:0.0208; an:-0.0108; especially:-0.0051
DeepSeek R1 (Distill Qwen 32B) (Input),company:0.0042; a:0.0036; Here:0.0033; is:0.0032; the:0.0031; You:0.0030; 2:0.0029; investor:0.0026; Investors:0.0023; domains:0.0004
DeepSeek R1 (Distill Qwen 32B) (Input),bearish:-0.1511; short:-0.1486; faltering:-0.0695; weaken:-0.0511; too:-0.0495; prompting:-0.0442; Caution:-0.0428; influencing:-0.0381; sell:0.0207; has:-0.0023
DeepSeek R1 (Distill Qwen 32B) (Input),joblessness:-0.0964; equities:-0.0589; negative:-0.0588; weakening:-0.0577; inflation:-0.0516; If:-0.0479; an:-0.0418; Given:-0.0190; expenditures:-0.0090; increase:0.0002
DeepSeek R1 (Distill Qwen 32B) (Input),declines:-0.1718; decline:-0.1346; down:-0.0993; off:-0.0777; lack:-0.0726; weakness:-0.0707; support:-0.0519; stock:0.0365; management:0.0099; minimize:0.0055
DeepSeek R1 (Distill Qwen 32B) (Input),costs:-0.1081; slowdown:-0.0939; interest:-0.0823; government:-0.0761; instability:-0.0745; emergency:-0.0675; lower:-0.0665; impact:-0.0650; influence:-0.0537; economy:0.0092
DeepSeek R1 (Distill Qwen 32B) (Input),the:0.0049; BK:0.0044; investor:0.0041; in:0.0040; growth:0.0035; stock:0.0034; buy:0.0032; favorable:0.0028; and:0.0016; pressure:0.0010
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0078; magic:0.0047; the:0.0045; positive:0.0040; signal:0.0032; potential:0.0031; If:0.0024; tweet:-0.0020; Achievement:0.0020; bullish:-0.0014
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0054; Fargo:0.0052; the:0.0038; expected:0.0030; about:0.0028; continue:0.0026; company:0.0024; potential:0.0024; performance:0.0020; imply:0.0011
DeepSeek R1 (Distill Qwen 32B) (Input),decline:-0.1082; bearish:-0.0802; short:-0.0781; downward:-0.0696; price:-0.0516; investors:-0.0451; This:-0.0372; likely:-0.0360; Weekend:0.0268; rally:0.0186
DeepSeek R1 (Distill Qwen 32B) (Input),shorted:-0.0576; and:0.0286; short:-0.0268; institutional:-0.0240; despite:0.0223; oversold:0.0170; on:0.0156; If:-0.0147; for:0.0075; purchasing:0.0010
DeepSeek R1 (Distill Qwen 32B) (Input),investor:0.0073; the:0.0053; confidence:0.0053; is:0.0051; and:0.0050; a:0.0047; DOV:0.0041; rise:0.0041; in:0.0032; underperforming:0.0007
DeepSeek R1 (Distill Qwen 32B) (Input),before:0.0174; stock:0.0122; diminishes:-0.0082; momentum:0.0079; term:0.0076; indicate:0.0060; tweet:-0.0039; bullish:-0.0038; mitigate:-0.0017; if:-0.0011
DeepSeek R1 (Distill Qwen 32B) (Input),highs:0.0037; rising:0.0036; investors:0.0031; based:0.0027; performance:0.0026; CHE:0.0025; a:0.0023; Market:0.0022; profits:0.0018; or:0.0007
DeepSeek R1 (Distill Qwen 32B) (Input),booming:0.0069; investor:0.0054; stock:0.0048; NH:0.0045; it:0.0042; of:0.0038; this:0.0034; indicates:0.0034; bullish:-0.0010; before:-0.0002
DeepSeek R1 (Distill Qwen 32B) (Input),negative:-0.3068; declines:-0.1650; downward:-0.1025; waning:-0.0760; price:-0.0684; recover:0.0465; further:-0.0411; stock:0.0357; upward:0.0261; indicating:0.0207
DeepSeek R1 (Distill Qwen 32B) (Input),term:0.0171; closely:0.0124; short:-0.0124; for:0.0120; Quarterly:0.0046; them:0.0035; favor:0.0023; 2:0.0021; day:-0.0017; tweet:-0.0011
DeepSeek R1 (Distill Qwen 32B) (Input),company:0.0048; Google:0.0046; increasing:0.0042; could:0.0037; successfully:0.0034; a:0.0031; strength:0.0031; increase:0.0028; future:0.0026; as:-0.0007
DeepSeek R1 (Distill Qwen 32B) (Input),insights:0.0093; upward:0.0085; optimism:0.0081; of:0.0078; transportation:0.0066; weakening:-0.0039; FDX:0.0037; mentioning:0.0007; tweet:-0.0007; videos:-0.0000
DeepSeek R1 (Distill Qwen 32B) (Input),a:0.0046; day:0.0035; upward:0.0034; above:0.0033; the:0.0031; stock:0.0029; MA:0.0027; its:0.0027; buy:0.0017; psychological:0.0009
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0249; the:0.0154; wishing:0.0143; confidence:0.0124; weighs:0.0068; lower:-0.0060; point:0.0053; under:-0.0049; for:-0.0031; implies:-0.0014
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0156; the:0.0063; buy:0.0044; tweet:-0.0041; traders:0.0040; BIOF:-0.0040; wants:0.0033; up:0.0030; investors:0.0025; potential:0.0017
DeepSeek R1 (Distill Qwen 32B) (Input),panic:-0.1238; firing:-0.0822; tweet:-0.0651; CEO:-0.0564; others:-0.0482; financial:-0.0467; Historically:-0.0368; is:-0.0213; positive:0.0155; signal:0.0136
DeepSeek R1 (Distill Qwen 32B) (Input),upward:0.0117; positive:0.0093; IDCC:0.0072; trends:0.0064; investor:0.0058; tweet:-0.0055; at:0.0044; unsustainable:-0.0031; several:-0.0015; prices:-0.0013
DeepSeek R1 (Distill Qwen 32B) (Input),shorting:-0.2052; short:-0.1347; drops:-0.0381; Sentiment:-0.0324; s:-0.0299; adjust:-0.0174; follow:0.0067; fundamentals:-0.0067; either:0.0031; will:-0.0030
DeepSeek R1 (Distill Qwen 32B) (Input),erode:-0.0640; weaker:-0.0479; their:-0.0420; a:-0.0406; decision:-0.0372; purchasing:-0.0365; the:-0.0348; Impact:-0.0337; suggests:-0.0328; Government:-0.0062
DeepSeek R1 (Distill Qwen 32B) (Input),down:-0.2203; downward:-0.0979; drop:-0.0807; declines:-0.0683; decline:-0.0662; further:-0.0611; their:-0.0554; investor:0.0252; positive:0.0248; perspective:-0.0050
DeepSeek R1 (Distill Qwen 32B) (Input),downward:-0.1388; to:-0.0785; downturn:-0.0779; stock:0.0732; drops:-0.0654; selling:0.0414; Investors:-0.0413; further:-0.0401; future:0.0371; reached:0.0357
DeepSeek R1 (Distill Qwen 32B) (Input),negative:-0.0635; downturn:-0.0592; decreased:-0.0551; negatively:-0.0520; sales:-0.0501; hate:-0.0475; may:-0.0473; a:-0.0362; reasons:-0.0193; movements:0.0118
DeepSeek R1 (Distill Qwen 32B) (Input),despite:0.0155; among:0.0119; buying:0.0105; For:0.0092; mention:0.0072; downturn:-0.0070; down:-0.0053; tweet:-0.0051; lower:-0.0039; short:-0.0019
DeepSeek R1 (Distill Qwen 32B) (Input),drop:-0.2260; decline:-0.1495; bearish:-0.0662; sell:-0.0526; reacting:-0.0515; offer:-0.0313; anticipation:-0.0130; buying:0.0093; Updates:0.0090; opportunity:-0.0032
DeepSeek R1 (Distill Qwen 32B) (Input),decline:-0.1117; drop:-0.0621; declines:-0.0511; to:-0.0504; several:-0.0461; erode:-0.0451; causing:-0.0439; further:-0.0421; suggest:0.0113; Competitors:0.0048
DeepSeek R1 (Distill Qwen 32B) (Input),CEG:0.0150; stock:0.0081; positive:0.0068; investor:0.0054; the:0.0054; positioned:0.0050; investment:0.0047; increase:0.0045; tweet:-0.0023; reconsider:0.0009
DeepSeek R1 (Distill Qwen 32B) (Input),short:-0.1720; decline:-0.0902; bearish:-0.0624; down:-0.0531; downward:-0.0510; lowering:-0.0464; leading:-0.0436; yet:0.0294; reassess:-0.0205; investor:0.0149
DeepSeek R1 (Distill Qwen 32B) (Input),stock:0.0111; resilient:0.0072; BAC:0.0051; investor:0.0043; Investors:0.0040; potential:0.0036; stability:0.0032; consistent:0.0023; look:0.0012; Dividend:0.0005
